Index,RTT (μs),CWND (B),Bytes In Flight (B)
697,374,40960,32
698,374,40960,1473
699,374,40960,2914
700,374,40960,4355
701,374,40960,4854
702,415,40960,0
703,415,40960,95
704,415,40960,190
705,400,40960,0
706,400,40960,94
707,400,40960,190
708,386,40960,0
709,386,40960,32
710,386,40960,1473
711,386,40960,2914
712,386,40960,4355
713,386,40960,4952
714,386,40960,4976
715,431,40960,0
716,431,40960,95
717,431,40960,188
718,404,40960,0
719,404,40960,95
720,616,40960,0
721,616,40960,95
722,616,40960,127
723,616,40960,1568
724,616,40960,3009
725,616,40960,4450
726,616,40960,4765
727,616,40960,4789
728,574,40960,4662
729,574,40960,4755
730,534,40960,0
731,534,40960,94
732,534,40960,189
733,496,40960,0
734,496,40960,32
735,496,40960,1473
736,496,40960,2914
737,496,40960,4355
738,496,40960,4960
739,496,40960,4984
740,492,40960,0
741,492,40960,93
742,492,40960,186
743,453,40960,0
744,453,40960,94
745,431,40960,0
746,431,40960,91
747,416,40960,0
748,416,40960,32
749,416,40960,1473
750,416,40960,2914
751,416,40960,4355
752,416,40960,4826
753,484,40960,0
754,484,40960,93
755,484,40960,185
756,451,40960,0
757,451,40960,32
758,451,40960,1473
759,451,40960,2914
760,451,40960,4355
761,451,40960,4715
762,451,40960,4739
763,453,40960,0
764,453,40960,92
765,453,40960,183
766,417,40960,0
767,417,40960,100
768,417,40960,192
769,481,40960,0
770,481,40960,32
771,481,40960,1473
772,481,40960,2914
773,481,40960,4355
774,481,40960,4458
775,481,40960,4482
776,660,40960,3009
777,712,40960,0
778,712,40960,91
779,712,40960,183
780,654,40960,0
781,654,40960,94
782,600,40960,0
783,600,40960,32
784,600,40960,1473
785,600,40960,2914
786,600,40960,4329
787,600,40960,4353
788,564,40960,0
789,564,40960,94
790,564,40960,189
791,513,40960,0
792,513,40960,95
793,482,40960,0
794,482,40960,95
795,448,40960,0
796,448,40960,32
797,448,40960,1473
798,448,40960,2914
799,448,40960,3500
800,448,40960,3524
801,419,40960,3492
802,433,40960,0
803,433,40960,95
804,433,40960,190
805,405,40960,0
806,405,40960,32
807,405,40960,1473
808,405,40960,2914
809,405,40960,4355
810,405,40960,4510
811,435,40960,0
812,435,40960,95
813,435,40960,190
814,499,40960,0
815,499,40960,95
816,470,40960,0
817,470,40960,95
818,443,40960,0
819,443,40960,32
820,443,40960,1473
821,443,40960,2914
822,443,40960,4355
823,443,40960,4441
824,443,40960,4465
825,463,40960,0
826,463,40960,95
827,430,40960,0
828,430,40960,101
829,648,40960,0
830,648,40960,32
831,648,40960,1473
832,648,40960,2914
833,648,40960,4265
834,648,40960,4289
835,618,40960,0
836,618,40960,95
837,618,40960,190
838,618,40960,285
839,797,40960,0
840,797,40960,96
841,797,40960,191
842,718,40960,0
843,718,40960,32
844,718,40960,1473
845,718,40960,2914
846,718,40960,3909
847,718,40960,3933
848,776,40960,0
849,776,40960,111
850,776,40960,205
851,720,40960,0
852,720,40960,96
853,720,40960,193
854,654,40960,97
855,718,40960,0
856,718,40960,33
857,718,40960,1474
858,718,40960,2915
859,718,40960,4261
860,718,40960,4285
861,665,40960,0
862,665,40960,95
863,665,40960,192
864,636,40960,97
865,584,40960,0
866,584,40960,33
867,584,40960,1474
868,584,40960,2915
869,584,40960,4356
870,584,40960,4431
871,584,40960,4455
872,554,40960,0
873,554,40960,96
874,554,40960,195
875,577,40960,0
876,577,40960,99
877,577,40960,196
878,575,40960,0
879,575,40960,33
880,575,40960,1474
881,575,40960,2915
882,575,40960,3650
883,575,40960,3674
884,543,40960,0
885,543,40960,96
886,543,40960,198
887,565,40960,0
888,565,40960,33
889,565,40960,1474
890,565,40960,2915
891,565,40960,4265
892,565,40960,4289
893,525,40960,0
894,525,40960,95
895,525,40960,190
896,480,40960,0
897,480,40960,95
898,572,40960,0
899,572,40960,95
900,572,40960,190
901,572,40960,0
902,572,40960,40
903,572,40960,1481
904,572,40960,2922
905,572,40960,4363
906,572,40960,4587
907,572,40960,4611
908,546,40960,0
909,546,40960,95
910,546,40960,192
911,674,40960,0
912,674,40960,33
913,674,40960,1474
914,674,40960,2915
