Index,RTT (μs),CWND (B),Bytes In Flight (B)
1000,844,40960,190
1001,825,40960,0
1002,825,40960,95
1003,825,40960,190
1004,798,40960,0
1005,798,40960,95
1006,959,40960,0
1007,959,40960,32
1008,959,40960,1473
1009,959,40960,2914
1010,959,40960,4355
1011,959,40960,4531
1012,959,40960,4555
1013,933,40960,0
1014,933,40960,95
1015,933,40960,190
1016,902,40960,0
1017,902,40960,32
1018,902,40960,1473
1019,902,40960,2914
1020,902,40960,4355
1021,902,40960,4439
1022,902,40960,4463
1023,885,40960,0
1024,885,40960,95
1025,885,40960,190
1026,851,40960,0
1027,851,40960,95
1028,851,40960,190
1029,782,40960,0
1030,782,40960,32
1031,782,40960,1473
1032,782,40960,2914
1033,782,40960,4355
1034,782,40960,4593
1035,782,40960,4617
1036,744,40960,0
1037,744,40960,95
1038,744,40960,190
1039,899,40960,95
1040,823,40960,0
1041,823,40960,32
1042,823,40960,1473
1043,823,40960,2914
1044,823,40960,4321
1045,846,40960,0
1046,846,40960,95
1047,846,40960,190
1048,830,40960,0
1049,830,40960,95
1050,830,40960,190
1051,766,40960,0
1052,766,40960,32
1053,766,40960,1473
1054,766,40960,2914
1055,766,40960,4326
1056,759,40960,0
1057,759,40960,95
1058,759,40960,190
1059,739,40960,0
1060,739,40960,39
1061,739,40960,1480
1062,739,40960,2921
1063,739,40960,4293
1064,739,40960,4317
1065,739,40960,4412
1066,742,40960,0
1067,742,40960,32
1068,742,40960,118
1069,742,40960,213
1070,819,40960,0
1071,819,40960,95
1072,819,40960,190
1073,770,40960,0
1074,770,40960,32
1075,770,40960,1473
1076,770,40960,2914
1077,770,40960,4226
1078,736,40960,0
1079,736,40960,95
1080,736,40960,190
1081,702,40960,0
1082,702,40960,32
1083,702,40960,1473
1084,702,40960,2914
1085,702,40960,4308
1086,702,40960,4332
1087,682,40960,0
1088,682,40960,95
1089,682,40960,190
1090,667,40960,0
1091,667,40960,95
1092,667,40960,190
1093,660,40960,0
1094,660,40960,32
1095,660,40960,1473
1096,660,40960,2914
1097,660,40960,4269
1098,660,40960,4293
1099,652,40960,0
1100,652,40960,95
1101,652,40960,189
1102,634,40960,0
1103,634,40960,95
1104,748,40960,0
1105,748,40960,93
1106,850,40960,0
1107,850,40960,32
1108,850,40960,1473
1109,850,40960,2914
1110,850,40960,4115
1111,850,40960,4139
1112,930,40960,0
1113,930,40960,95
1114,886,40960,0
1115,886,40960,103
1116,886,40960,197
1117,859,40960,0
1118,859,40960,32
1119,859,40960,1473
1120,859,40960,2914
1121,859,40960,4315
1122,859,40960,4339
1123,864,40960,0
1124,864,40960,93
1125,961,40960,0
1126,961,40960,93
1127,1004,40960,0
1128,1004,40960,95
1129,1004,40960,192
1130,968,40960,0
1131,968,40960,32
1132,968,40960,1473
1133,968,40960,2914
1134,968,40960,4096
1135,968,40960,4120
1136,944,40960,0
1137,944,40960,95
1138,944,40960,190
